15839|(HANK) MODENA CONCRETE PUMPING|39839|Vendor Number 39839|Contact: Henry Modena|Mr.|Henry|Modena|4870 La Honda Road|San Gregorio, CA  94074|4870 La Honda Road|San Gregorio, CA  94074|Phone: 650/726-6220|Fax: 650/726-0868|Email: modenacp@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 7/31/2021|Certification #CMD072115839|32 Meter, 40 Meter, and 42 Meter Boom Pumps amd 3/4 Rock Pump Trailer|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021|GS138||10|N||Updated 9/11/2019
1000296|Bay Print Solutions|||Contact: Doug Dimick|Mr.|Doug|Dimick|380 10th Street Unit C|San Francisco, CA  94103|380 10th Street Unit C|San Francisco, CA  94103|Phone: 415.619.3960||Email: soren@bayprint.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|C|Expiration Date: 2/29/2020|Certification #CMD02231000296||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/29/2020|EQ060||10|N||Updated 9/11/2019
1000296|Bay Print Solutions|||Contact: Doug Dimick|Mr.|Doug|Dimick|380 10th Street Unit C|San Francisco, CA  94103|380 10th Street Unit C|San Francisco, CA  94103|Phone: 415.619.3960||Email: soren@bayprint.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|C|Expiration Date: 2/29/2020|Certification #CMD02231000296||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/29/2020|GS010||10|N||Updated 9/11/2019
1000296|Bay Print Solutions|||Contact: Doug Dimick|Mr.|Doug|Dimick|380 10th Street Unit C|San Francisco, CA  94103|380 10th Street Unit C|San Francisco, CA  94103|Phone: 415.619.3960||Email: soren@bayprint.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|C|Expiration Date: 2/29/2020|Certification #CMD02231000296||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/29/2020|GS012||10|N||Updated 9/11/2019
16868|BAY PROS CONSTRUCTION|400673|Vendor Number 400673|Contact: Mario Funes|Mr.|Mario|Funes|2448 Great Hwy|San Francisco, CA  94116|2448 Great Hwy|San Francisco, CA  94116|Phone: 650-218-3042|Fax: 415-276-3138|Email: mario@bayprosconstruction.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD092016868||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020, CSLB License # 973491|CN031||10|N|973491|Updated 9/11/2019
17185|BAY TECH ENGINEERING, INC.|400790|Vendor Number 400790|Contact: Angelo Kalaveras|Mr.|Angelo|Kalaveras|1555 Yosemite Ave, Suite 22|San Francisco, CA  94124|1555 Yosemite Ave, Suitete 22|San Francisco, CA  94124|Phone: 415-760-6100|Fax: 628-232-2265|Email: angelok@baytechengineering.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052217185||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022, CSLB License # 995122|CN034||10|N|995122|Updated 9/11/2019
17185|BAY TECH ENGINEERING, INC.|400790|Vendor Number 400790|Contact: Angelo Kalaveras|Mr.|Angelo|Kalaveras|1555 Yosemite Ave, Suite 22|San Francisco, CA  94124|1555 Yosemite Ave, Suitete 22|San Francisco, CA  94124|Phone: 415-760-6100|Fax: 628-232-2265|Email: angelok@baytechengineering.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052217185||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022, CSLB License # 995122|CN032||10|N|995122|Updated 9/11/2019
1000268|Baycopy Plus, Inc.|||Contact: Melvin Washington|Mr.|Melvin|Washington|3801 Third Street|San Francisco, CA  94124|3801 Third Street|San Francisco, CA  94124|Phone: 415-647-3801||Email: baycopy@pacbell.net|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 10/31/2021|Certification #CMD10211000268||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2021|GS012||10|N||Updated 9/11/2019
1000268|Baycopy Plus, Inc.|||Contact: Melvin Washington|Mr.|Melvin|Washington|3801 Third Street|San Francisco, CA  94124|3801 Third Street|San Francisco, CA  94124|Phone: 415-647-3801||Email: baycopy@pacbell.net|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 10/31/2021|Certification #CMD10211000268||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2021|GS102||10|N||Updated 9/11/2019
1000086|Bayshore Wash LLC dba Shine-N-Seal Express Car Wash|||Contact: Joe Harney|Mr.|Joe|Harney|367 Bayshore Blvd.|San Francisco, CA  94124|367 Bayshore Blvd.|San Francisco, CA  94124|Phone: 415-458-2670||Email: jeff@shinenseal.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 10/31/2020|Certification #CMD10201000086||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2020|GS081||10|N||Updated 9/11/2019
1000086|Bayshore Wash LLC dba Shine-N-Seal Express Car Wash|||Contact: Joe Harney|Mr.|Joe|Harney|367 Bayshore Blvd.|San Francisco, CA  94124|367 Bayshore Blvd.|San Francisco, CA  94124|Phone: 415-458-2670||Email: jeff@shinenseal.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 10/31/2020|Certification #CMD10201000086||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2020|GS140||10|N||Updated 9/11/2019
1000328|Bay-Tech Electric Inc|||Contact: Joseph Montiel|Mr.|Joseph|Montiel|1485 Bayshore Blvd. Suite 320S|San Francisco, CA  94124|1485 Bayshore Blvd MB 145|San Francisco, CA  94124|Phone: 415-716-2307||Email: joseph.montiel@baytechelectric.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 6/30/2020|Certification #CMD06201000328||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 6/30/2020, CSLB License # 1046286|CN034||10|N|1046286|Updated 9/11/2019
16685|BAYVIEW HUNTERS POINT CENTER FOR ARTS AND TECHNOLOGY DBA BAYCAT|69414|Vendor Number 69414|Contact: Shelby Malvoso|Ms.|Shelby|Malvoso|2415 3rd Street, Suite 230|San Francisco, CA  94107|2417 3rd Street, Suite 230|San Francisco, CA  94107|Phone: 415/701-8228|Fax: 415/701-9228|Email: info@baycat.org|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216685||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|PS002||10|N||Updated 9/11/2019
16685|BAYVIEW HUNTERS POINT CENTER FOR ARTS AND TECHNOLOGY DBA BAYCAT|69414|Vendor Number 69414|Contact: Shelby Malvoso|Ms.|Shelby|Malvoso|2415 3rd Street, Suite 230|San Francisco, CA  94107|2417 3rd Street, Suite 230|San Francisco, CA  94107|Phone: 415/701-8228|Fax: 415/701-9228|Email: info@baycat.org|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216685||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|PS048||10|N||Updated 9/11/2019
16685|BAYVIEW HUNTERS POINT CENTER FOR ARTS AND TECHNOLOGY DBA BAYCAT|69414|Vendor Number 69414|Contact: Shelby Malvoso|Ms.|Shelby|Malvoso|2415 3rd Street, Suite 230|San Francisco, CA  94107|2417 3rd Street, Suite 230|San Francisco, CA  94107|Phone: 415/701-8228|Fax: 415/701-9228|Email: info@baycat.org|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216685||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|GS007||10|N||Updated 9/11/2019
16685|BAYVIEW HUNTERS POINT CENTER FOR ARTS AND TECHNOLOGY DBA BAYCAT|69414|Vendor Number 69414|Contact: Shelby Malvoso|Ms.|Shelby|Malvoso|2415 3rd Street, Suite 230|San Francisco, CA  94107|2417 3rd Street, Suite 230|San Francisco, CA  94107|Phone: 415/701-8228|Fax: 415/701-9228|Email: info@baycat.org|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216685||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|GS022||10|N||Updated 9/11/2019
16685|BAYVIEW HUNTERS POINT CENTER FOR ARTS AND TECHNOLOGY DBA BAYCAT|69414|Vendor Number 69414|Contact: Shelby Malvoso|Ms.|Shelby|Malvoso|2415 3rd Street, Suite 230|San Francisco, CA  94107|2417 3rd Street, Suite 230|San Francisco, CA  94107|Phone: 415/701-8228|Fax: 415/701-9228|Email: info@baycat.org|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216685||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|GS102||10|N||Updated 9/11/2019
16685|BAYVIEW HUNTERS POINT CENTER FOR ARTS AND TECHNOLOGY DBA BAYCAT|69414|Vendor Number 69414|Contact: Shelby Malvoso|Ms.|Shelby|Malvoso|2415 3rd Street, Suite 230|San Francisco, CA  94107|2417 3rd Street, Suite 230|San Francisco, CA  94107|Phone: 415/701-8228|Fax: 415/701-9228|Email: info@baycat.org|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216685||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|GS130||10|N||Updated 9/11/2019
16685|BAYVIEW HUNTERS POINT CENTER FOR ARTS AND TECHNOLOGY DBA BAYCAT|69414|Vendor Number 69414|Contact: Shelby Malvoso|Ms.|Shelby|Malvoso|2415 3rd Street, Suite 230|San Francisco, CA  94107|2417 3rd Street, Suite 230|San Francisco, CA  94107|Phone: 415/701-8228|Fax: 415/701-9228|Email: info@baycat.org|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216685||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|GS137||10|N||Updated 9/11/2019
16701|BBJ ELECTRIC INC|78312|Vendor Number 78312|Contact: Denis Jordan|Mr.|Denis|Jordan|1791 Tennessee Street|San Francisco, CA  94124|1791 Tennessee Street|San Francisco, CA  94124|Phone: 415/599-1499|Fax: 415/727-2557|Email: bbj@bbjelectric.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072216701||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022, CSLB License # 670906|CN020||10|N|670906|Updated 9/11/2019
16701|BBJ ELECTRIC INC|78312|Vendor Number 78312|Contact: Denis Jordan|Mr.|Denis|Jordan|1791 Tennessee Street|San Francisco, CA  94124|1791 Tennessee Street|San Francisco, CA  94124|Phone: 415/599-1499|Fax: 415/727-2557|Email: bbj@bbjelectric.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072216701||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022, CSLB License # 670906|CN034||10|N|670906|Updated 9/11/2019
16701|BBJ ELECTRIC INC|78312|Vendor Number 78312|Contact: Denis Jordan|Mr.|Denis|Jordan|1791 Tennessee Street|San Francisco, CA  94124|1791 Tennessee Street|San Francisco, CA  94124|Phone: 415/599-1499|Fax: 415/727-2557|Email: bbj@bbjelectric.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072216701||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022, CSLB License # 670906|CN031||10|N|670906|Updated 9/11/2019
1000162|BCG Cleaning, Inc. dba Tabor Cleaning Services|||Contact: Andargachew Kifle|Mr.|Andargachew|Kifle|2945 3rd Street Suite B|San Francisco, CA  94107|2945 3rd Street Suite B|San Francisco, CA  94107|Phone: 415-690-5739||Email: andy.kifle@taborcleaning.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/29/2020|Certification #CMD02201000162||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/29/2020|GS090||10|N||Updated 9/11/2019
17191|BDS TRANSPORTATION|400895|Vendor Number 400895|Contact: Balwinder S Thamrait|Mr.|Balwinder|Thamrait|2521 Tolbert Drive|Tracy, CA  95377|2521 Tolbert Drive|Tracy, CA  95377|Phone: 510-604-8639|Fax: 510-405-9220|Email: thamrba11@yahoo.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052217191||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022|CN005||10|N||Updated 9/11/2019
15983|BECKER ELECTRIC INC|80601|Vendor Number 80601|Contact: Travis P. Becker|Mr.|Travis|Becker|500 Sansome St.|San Francisco, CA  94111|500 Sansome St.|San Francisco, CA  94111|Phone: 415/740-2080|Fax: 415/871-2607|Email: travisb@beckertechsf.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042215983||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022, CSLB License # 909450|CN034||10|N|909450|Updated 9/11/2019
15983|BECKER ELECTRIC INC|80601|Vendor Number 80601|Contact: Travis P. Becker|Mr.|Travis|Becker|500 Sansome St.|San Francisco, CA  94111|500 Sansome St.|San Francisco, CA  94111|Phone: 415/740-2080|Fax: 415/871-2607|Email: travisb@beckertechsf.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042215983||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022, CSLB License # 909450|CN035||10|N|909450|Updated 9/11/2019
15983|BECKER ELECTRIC INC|80601|Vendor Number 80601|Contact: Travis P. Becker|Mr.|Travis|Becker|500 Sansome St.|San Francisco, CA  94111|500 Sansome St.|San Francisco, CA  94111|Phone: 415/740-2080|Fax: 415/871-2607|Email: travisb@beckertechsf.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042215983||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022, CSLB License # 909450|EQ088||10|N|909450|Updated 9/11/2019
15983|BECKER ELECTRIC INC|80601|Vendor Number 80601|Contact: Travis P. Becker|Mr.|Travis|Becker|500 Sansome St.|San Francisco, CA  94111|500 Sansome St.|San Francisco, CA  94111|Phone: 415/740-2080|Fax: 415/871-2607|Email: travisb@beckertechsf.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042215983||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022, CSLB License # 909450|CN032||10|N|909450|Updated 9/11/2019
16085|BEHMKE REPORTING & VIDEO SERVICES, INC|48231|Vendor Number 48231|Contact: Paula Behmke|Ms.|Paula|Behmke|455 Market Street, Suite 970|San Francisco, CA  94105|455 Market Street, Suite 970|San Francisco, CA  94105|Phone: 415-597-5600|Fax: 415-597-5606|Email: paula.behmke@behmke.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082216085||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|GS030||10|N||Updated 9/11/2019
16085|BEHMKE REPORTING & VIDEO SERVICES, INC|48231|Vendor Number 48231|Contact: Paula Behmke|Ms.|Paula|Behmke|455 Market Street, Suite 970|San Francisco, CA  94105|455 Market Street, Suite 970|San Francisco, CA  94105|Phone: 415-597-5600|Fax: 415-597-5606|Email: paula.behmke@behmke.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082216085||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|GS103||10|N||Updated 9/11/2019
16085|BEHMKE REPORTING & VIDEO SERVICES, INC|48231|Vendor Number 48231|Contact: Paula Behmke|Ms.|Paula|Behmke|455 Market Street, Suite 970|San Francisco, CA  94105|455 Market Street, Suite 970|San Francisco, CA  94105|Phone: 415-597-5600|Fax: 415-597-5606|Email: paula.behmke@behmke.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2022|Certification #CMD082216085||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|GS137||10|N||Updated 9/11/2019
15450|BEI STEEL, INC|79406|Vendor Number 79406|Contact: Anne E. Rocco|Ms.|Anne|Rocco|1500 20th Street|San Francisco, CA  94107|1500 20th Street|San Francisco, CA  94107|Phone: 415/661-8623|Fax: 415/413-0166|Email: anne@beisteel.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 12/31/2020|Certification #CMD122015450|Installation Only: Using Local 377 Union Ironworkers. We Install Architectural, Structural and Miscellaneous Steel|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2020, CSLB License # 844874|CN003||10|N|844874|Updated 9/11/2019
16750|BELLANTI PLUMBING INC|400989|Vendor Number 400989|Contact: Ronald J. Bellanti|Mr.|Ronald|Bellanti|121 South Maple Avenue, #10|South San Francisco, CA  94080|121 South Maple Avenue, #10|South San Francisco, CA  94080|Phone: 650/588-2990|Fax: 650/588-0721|Email: accounting@bellantiplumbing.com|N|Y|N|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 9/30/2019|Certification #CMD091916750||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2019, CSLB License # 327664|CN035||10|N|327664|Updated 9/11/2019
16750|BELLANTI PLUMBING INC|400989|Vendor Number 400989|Contact: Ronald J. Bellanti|Mr.|Ronald|Bellanti|121 South Maple Avenue, #10|South San Francisco, CA  94080|121 South Maple Avenue, #10|South San Francisco, CA  94080|Phone: 650/588-2990|Fax: 650/588-0721|Email: accounting@bellantiplumbing.com|N|Y|N|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 9/30/2019|Certification #CMD091916750||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2019, CSLB License # 327664|CN043||10|N|327664|Updated 9/11/2019
11089|BELLO & ASSOCIATES STRUCTURAL ENGINEERS|50682|Vendor Number 50682|Contact: Marguerite A. Bello|Ms.|Marguerite|Bello|220 Montgomery Street, Suite 918|San Francisco, CA  94104|220 Montgomery Street, Suite 918|San Francisco, CA  94104|Phone: 415/908-0555|Fax: 877/384-9017|Email: mbello@mabse.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022211089|structural engineering consulting; seismic design and analysis|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|AE004||10|N||Updated 9/11/2019
15577|BENATTAR MARBLE & GRANITE INC|401060|Vendor Number 401060|Contact: Moshe Benattar|Mr.|Moshe|Benattar|1500 Burke Avenue, Suite C|San Francisco, CA  94124|1500 Burke Avenue, Suite C|San Francisco, CA  94124|Phone: 415/821-1500|Fax: 415/821-1589|Email: info@benattar.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2021|Certification #CMD112115577|Stone counters, stone surfaces. i.e. Kitchen tops, vanities, fireplaces etc.|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2021, CSLB License # 563342|CN014||10|N|563342|Updated 9/11/2019
15278|BENJAMINI INC|76841|Vendor Number 76841|Contact: Avi Benjamini|Mr.|Avi|Benjamini|720 York Street|San Francisco, CA  94110|720 York Street|San Francisco, CA  94110|Phone: 415/ 550/2600|Fax: 415/520-2005|Email: admin@benjamini.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072215278|CIVIL ENGINEERING, INFRASTRUCTURE ENGINEERING,CAD SERVICES,WATER RESOURCES ENGINEERING,CONSTRUCTURE MANAGEMENT|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022|AE020||10|N||Updated 9/11/2019
15278|BENJAMINI INC|76841|Vendor Number 76841|Contact: Avi Benjamini|Mr.|Avi|Benjamini|720 York Street|San Francisco, CA  94110|720 York Street|San Francisco, CA  94110|Phone: 415/ 550/2600|Fax: 415/520-2005|Email: admin@benjamini.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072215278|CIVIL ENGINEERING, INFRASTRUCTURE ENGINEERING,CAD SERVICES,WATER RESOURCES ENGINEERING,CONSTRUCTURE MANAGEMENT|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022|PS058||10|N||Updated 9/11/2019
15278|BENJAMINI INC|76841|Vendor Number 76841|Contact: Avi Benjamini|Mr.|Avi|Benjamini|720 York Street|San Francisco, CA  94110|720 York Street|San Francisco, CA  94110|Phone: 415/ 550/2600|Fax: 415/520-2005|Email: admin@benjamini.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072215278|CIVIL ENGINEERING, INFRASTRUCTURE ENGINEERING,CAD SERVICES,WATER RESOURCES ENGINEERING,CONSTRUCTURE MANAGEMENT|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022|AE003||10|N||Updated 9/11/2019
15278|BENJAMINI INC|76841|Vendor Number 76841|Contact: Avi Benjamini|Mr.|Avi|Benjamini|720 York Street|San Francisco, CA  94110|720 York Street|San Francisco, CA  94110|Phone: 415/ 550/2600|Fax: 415/520-2005|Email: admin@benjamini.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072215278|CIVIL ENGINEERING, INFRASTRUCTURE ENGINEERING,CAD SERVICES,WATER RESOURCES ENGINEERING,CONSTRUCTURE MANAGEMENT|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022|GS124||10|N||Updated 9/11/2019
12282|BERGDAVIS PUBLIC AFFAIRS INC|51617|Vendor Number 51617|Contact: Jessica Berg|Ms.|Jessica|Berg|150 Post Street, Suite #740|San Francisco, CA  94108|150 Post Street, Suite #740|San Francisco, CA  94108|Phone: 415/788-1000|Fax: 415/788-0123|Email: jberg@bergdavis.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2022|Certification #CMD012212282|San Francisco-based public affairs and government relations firm specializing in targeted government, community, and media relations campaigns for businesses, government, and non-profits|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2022|PS033||10|N||Updated 9/11/2019
12282|BERGDAVIS PUBLIC AFFAIRS INC|51617|Vendor Number 51617|Contact: Jessica Berg|Ms.|Jessica|Berg|150 Post Street, Suite #740|San Francisco, CA  94108|150 Post Street, Suite #740|San Francisco, CA  94108|Phone: 415/788-1000|Fax: 415/788-0123|Email: jberg@bergdavis.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2022|Certification #CMD012212282|San Francisco-based public affairs and government relations firm specializing in targeted government, community, and media relations campaigns for businesses, government, and non-profits|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2022|PS002||10|N||Updated 9/11/2019
1000341|Bertco, Inc.|||Contact: Adalberto Garcia|Mr.|Adalberto|Garcia|690 Long Bridge Street, #1101|San Francisco, CA  94158|690 Long Bridge Street, #1101|San Francisco, CA  94158|Phone: 415-940-1188|Fax: 415-872-9740||N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD09201000341||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020, CSLB License # 1046616|CN032||10|N|1046616|Updated 9/11/2019
1000100|Bess TestLab, Inc.|||Contact: Juan J Bohorquez|Mr.|Juan|Bohorquez|2463 Tripaldi Way|Hayward, CA  94545|2463 Tripaldi Way|Hayward, CA  94545|Phone: 408-988-0101||Email: brandy@besstestlab.com|N|Y|N|Y|N|N|N|N|N|N|Y|N|N|C|Expiration Date: 10/31/2020|Certification #CMD10201000100||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2020, CSLB License # 817532|CN038||10|N|817532|Updated 9/11/2019
1000100|Bess TestLab, Inc.|||Contact: Juan J Bohorquez|Mr.|Juan|Bohorquez|2463 Tripaldi Way|Hayward, CA  94545|2463 Tripaldi Way|Hayward, CA  94545|Phone: 408-988-0101||Email: brandy@besstestlab.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 10/31/2020|Certification #CMD10201000100||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2020, CSLB License # 817532|CN032||10|N|817532|Updated 9/11/2019
13722|BETA NINETIES COMPUTER INC|24602|Vendor Number 24602|Contact: Joseph Lei|Mr.|Joseph|Lei|188 Spear St. STE 110|San Francisco, CA  94105|188 Spear St. STE 110|San Francisco, CA  94105|Phone: 415/974-1188|Fax: 415/974-1575|Email: jimt@beta90.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2021|Certification #CMD032113722|Computer system, hard/software, on-site service/repair.  Computer Networking, internet security, VPN, firewall, web design, WAN, LAN, laser printer sales/repair.  Network consulting.|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2021|EQ108||10|N||Updated 9/11/2019
